dig_round,anch_round,mean_ic,fix_round,run
0.2,0.4,0.14121071076604555,0.1,i) AcX + Trypsin
0.3,0.4,0.1670746242236025,0.1,i) AcX + Trypsin
0.4,0.4,0.18088386211180124,0.1,i) AcX + Trypsin
0.5,0.4,0.18662372732919255,0.1,i) AcX + Trypsin
0.6,0.4,0.18706496211180124,0.1,i) AcX + Trypsin
0.7,0.4,0.18690751842650105,0.1,i) AcX + Trypsin
0.8,0.4,0.18558554927536233,0.1,i) AcX + Trypsin
0.9,0.4,0.18180142546583852,0.1,i) AcX + Trypsin
1.0,0.4,0.17596851656314702,0.1,i) AcX + Trypsin
0.0,0.5,0.0266700099378882,0.1,i) AcX + Trypsin
0.1,0.5,0.09431267763975155,0.1,i) AcX + Trypsin
0.2,0.5,0.1403817457556936,0.1,i) AcX + Trypsin
0.3,0.5,0.1698324861283644,0.1,i) AcX + Trypsin
0.4,0.5,0.18873454927536232,0.1,i) AcX + Trypsin
0.5,0.5,0.20073630020703934,0.1,i) AcX + Trypsin
0.6,0.5,0.20683951180124222,0.1,i) AcX + Trypsin
0.7,0.5,0.20991307991718425,0.1,i) AcX + Trypsin
0.8,0.5,0.21099377908902692,0.1,i) AcX + Trypsin
